GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,SCSAA,SMSAA,URB_AREAA,AREANAME,CENCNTY,CBD,SEA,C24001,C24002,C24003,C24004,C24005,C24006,C24007,C24008,C24009,C24010,C24011,C24012,C24013,C24014,C24015,C24016
"G2700430","1970","Minnesota","27","Faribault","043",,,,,,,"Faribault","1",,"08",139,140,95,282,901,980,1969,359,129,113,107,186,426,470,1102,125
"G2700450","1970","Minnesota","27","Fillmore","045",,,,,,,"Fillmore","1",,"07",230,126,170,259,1036,978,2326,539,106,64,76,153,356,583,1134,197
"G2700470","1970","Minnesota","27","Freeborn","047",,,,,,,"Freeborn","1",,"07",376,400,312,649,1871,2025,3579,531,238,269,270,358,903,1109,1823,258
"G2700490","1970","Minnesota","27","Goodhue","049",,,,,,,"Goodhue","1",,"06",317,306,282,487,1733,1733,3312,640,266,212,238,388,704,1000,1854,270
"G2700510","1970","Minnesota","27","Grant","051",,,,,,,"Grant","1",,"05",49,26,23,30,300,330,768,145,32,12,22,30,119,202,355,69
"G2700530","1970","Minnesota","27","Hennepin","053",,,,,"5120",,"Hennepin","0",,"B",9653,11483,11409,22015,62588,49447,77949,8824,8596,14605,16426,20365,31712,27780,54510,7343
"G2700550","1970","Minnesota","27","Houston","055",,,,,,,"Houston","1",,"07",173,224,197,277,833,869,1604,384,81,151,124,216,371,428,864,154
"G2700570","1970","Minnesota","27","Hubbard","057",,,,,,,"Hubbard","1",,"02",74,39,38,78,428,414,989,177,48,61,43,67,170,249,481,54
"G2700590","1970","Minnesota","27","Isanti","059",,,,,,,"Isanti","1",,"04",161,142,103,269,937,734,1274,240,144,112,108,178,370,377,755,106
"G2700610","1970","Minnesota","27","Itasca","061",,,,,,,"Itasca","1",,"02",280,343,182,456,1563,1671,3459,195,187,193,130,233,578,697,1536,163
"G2700630","1970","Minnesota","27","Jackson","063",,,,,,,"Jackson","1",,"08",124,174,56,137,592,727,1410,216,119,120,93,115,226,329,651,107
"G2700650","1970","Minnesota","27","Kanabec","065",,,,,,,"Kanabec","1",,"04",137,95,37,141,444,476,929,173,64,45,64,91,241,272,551,57
"G2700670","1970","Minnesota","27","Kandiyohi","067",,,,,,,"Kandiyohi","1",,"05",273,432,170,381,1362,1575,2895,495,247,371,237,256,548,782,1637,141
"G2700690","1970","Minnesota","27","Kittson","069",,,,,,,"Kittson","1",,"01",47,51,28,86,279,293,696,126,65,46,9,37,71,203,365,68
"G2700710","1970","Minnesota","27","Koochiching","071",,,,,,,"Koochiching","1",,"02",135,165,117,264,821,876,1626,166,124,137,102,110,339,418,736,78
"G2700730","1970","Minnesota","27","Lac Qui Parle","073",,,,,,,"Lac Qui Parle","1",,"05",59,67,42,100,410,544,1293,305,47,10,39,27,153,209,548,94
"G2700750","1970","Minnesota","27","Lake","075",,,,,,,"Lake","1",,"02",97,149,87,226,824,743,1227,87,78,131,27,71,277,318,469,45
"G2700770","1970","Minnesota","27","Lake Of The Woods","077",,,,,,,"Lake Of The Woods","1",,"02",21,44,104,84,184,197,359,57,30,12,0,0,35,113,210,21
"G2700790","1970","Minnesota","27","Le Sueur","079",,,,,,,"Le Sueur","1",,"07",178,189,185,292,1049,970,1862,394,150,131,97,191,445,426,1119,137
"G2700810","1970","Minnesota","27","Lincoln","081",,,,,,,"Lincoln","1",,"08",48,63,53,92,305,421,901,147,34,17,46,35,85,151,368,49
"G2700830","1970","Minnesota","27","Lyon","083",,,,,,,"Lyon","1",,"08",251,392,313,401,1140,1042,2210,353,130,366,240,269,500,519,1228,133
"G2700850","1970","Minnesota","27","McLeod","085",,,,,,,"Mc Leod","1",,"06",283,248,185,440,1466,1539,2564,466,136,264,277,320,650,788,1459,247
"G2700870","1970","Minnesota","27","Mahnomen","087",,,,,,,"Mahnomen","1",,"03",29,45,16,63,233,271,549,115,24,15,8,42,88,103,225,58
"G2700890","1970","Minnesota","27","Marshall","089",,,,,,,"Marshall","1",,"01",92,95,73,106,573,626,1246,288,44,70,50,106,225,215,579,84
"G2700910","1970","Minnesota","27","Martin","091",,,,,,,"Martin","1",,"08",225,159,146,381,1166,1134,2461,433,174,153,114,224,391,603,1408,169
"G2700930","1970","Minnesota","27","Meeker","093",,,,,,,"Meeker","1",,"06",122,206,115,230,791,912,1801,407,119,115,85,105,316,407,919,137
"G2700950","1970","Minnesota","27","Mille Lacs","095",,,,,,,"Mille Lacs","1",,"04",189,81,113,146,755,673,1364,323,111,84,30,136,334,320,820,67
"G2700970","1970","Minnesota","27","Morrison","097",,,,,,,"Morrison","1",,"04",346,288,156,344,1076,1226,2179,385,174,140,152,248,559,499,1130,169
"G2700990","1970","Minnesota","27","Mower","099",,,,,,,"Mower","1",,"07",503,560,348,588,1874,2305,4486,507,305,411,206,409,834,1161,2239,177
"G2701010","1970","Minnesota","27","Murray","101",,,,,,,"Murray","1",,"08",146,92,61,124,573,518,1303,176,52,45,33,68,174,274,492,85
"G2701030","1970","Minnesota","27","Nicollet","103",,,,,,,"Nicollet","1",,"07",222,406,385,492,1233,1180,1877,245,132,409,315,358,547,585,1028,170
"G2701050","1970","Minnesota","27","Nobles","105",,,,,,,"Nobles","1",,"08",263,335,153,253,1034,1180,2179,365,146,265,123,233,455,546,1038,168
"G2701070","1970","Minnesota","27","Norman","107",,,,,"5120",,"Norman","1",,"01",34,31,63,120,453,435,1046,219,14,28,38,57,128,221,436,48
"G2701090","1970","Minnesota","27","Olmsted","109",,,,,"6820",,"Olmsted","0",,"06",727,963,555,1472,6148,4463,5807,878,660,1346,1215,1738,3026,2447,4133,630
"G2701110","1970","Minnesota","27","Otter Tail","111",,,,,,,"Otter Tail","1",,"03",408,415,257,514,1792,2123,4632,984,207,273,195,393,788,1103,2460,381
"G2701130","1970","Minnesota","27","Pennington","113",,,,,,,"Pennington","1",,"01",111,224,132,206,666,548,1226,269,98,249,112,170,330,305,707,116
"G2701150","1970","Minnesota","27","Pine","115",,,,,,,"Pine","1",,"04",209,100,121,164,653,789,1570,372,124,74,61,75,298,432,884,90
"G2701170","1970","Minnesota","27","Pipestone","117",,,,,,,"Pipestone","1",,"08",159,132,81,168,488,652,1139,205,85,128,96,79,153,288,681,133
"G2701190","1970","Minnesota","27","Polk","119",,,,,,,"Polk","1",,"01",262,319,214,624,1454,1667,3049,512,276,234,228,307,725,852,1708,301
"G2701210","1970","Minnesota","27","Pope","121",,,,,"6820",,"Pope","1",,"05",86,99,49,143,421,522,1217,263,33,56,53,89,191,225,568,135
"G2701230","1970","Minnesota","27","Ramsey","123",,,,,"5120",,"Ramsey","0",,"B",4619,6021,5711,10759,29149,22813,38290,4106,3977,7129,6851,9595,13712,12694,25829,3537
"G2701250","1970","Minnesota","27","Red Lake","125",,,,,,,"Red Lake","1",,"01",17,53,29,62,219,235,478,99,24,11,21,36,118,82,256,20
"G2701270","1970","Minnesota","27","Redwood","127",,,,,,,"Redwood","1",,"05",226,108,88,218,870,904,1866,313,100,109,67,146,342,432,1007,145
"G2701290","1970","Minnesota","27","Renville","129",,,,,,,"Renville","1",,"05",145,110,184,213,805,1070,2072,418,137,85,102,109,403,548,977,158
"G2701310","1970","Minnesota","27","Rice","131",,,,,,,"Rice","1",,"06",423,684,599,656,1943,1799,3129,682,378,621,536,530,978,969,2059,344
"G2701330","1970","Minnesota","27","Rock","133",,,,,,,"Rock","1",,"08",114,95,104,175,505,548,1179,152,101,65,78,115,186,218,520,90
"G2701350","1970","Minnesota","27","Roseau","135",,,,,"5120",,"Roseau","1",,"01",55,89,87,164,453,532,1117,206,74,48,70,73,209,275,637,84
"G2701370","1970","Minnesota","27","St Louis","137",,,,,"2240",,"St Louis","0",,"A",1827,2436,2382,3478,10557,10682,21130,1697,1422,2262,2034,2113,4204,5038,11156,1230
"G2701390","1970","Minnesota","27","Scott","139",,,,,,,"Scott","1",,"06",366,267,249,615,2086,1705,2280,330,291,303,322,369,1026,878,1197,135
"G2701410","1970","Minnesota","27","Sherburne","141",,,,,,,"Sherburne","1",,"04",137,147,230,285,1074,834,1337,200,107,153,137,275,463,392,663,90
"G2701430","1970","Minnesota","27","Sibley","143",,,,,,,"Sibley","1",,"07",189,195,93,167,825,778,1582,329,58,115,85,131,353,347,758,147
"G2701450","1970","Minnesota","27","Stearns","145",,,,,,,"Stearns","1",,"06",851,1497,1273,1681,4324,4294,6607,1020,671,1625,1332,1154,1714,1763,3397,588
"G2701470","1970","Minnesota","27","Steele","147",,,,,,,"Steele","1",,"06",262,323,255,439,1565,1254,2516,374,213,291,288,365,738,780,1458,183
"G2701490","1970","Minnesota","27","Stevens","149",,,,,,,"Stevens","1",,"05",65,237,87,152,445,526,992,194,64,182,112,71,236,297,512,54
"G2701510","1970","Minnesota","27","Swift","151",,,,,,,"Swift","1",,"05",122,125,86,145,632,466,1381,243,86,59,39,75,229,261,738,115
"G2701530","1970","Minnesota","27","Todd","153",,,,,,,"Todd","1",,"03",154,191,117,233,894,984,2112,473,148,98,84,131,359,530,976,170
"G2701550","1970","Minnesota","27","Traverse","155",,,,,,,"Traverse","1",,"05",59,9,37,49,219,339,585,146,36,42,12,43,98,142,281,55
"G2701570","1970","Minnesota","27","Wabasha","157",,,,,,,"Wabasha","1",,"06",182,174,112,272,822,791,1625,269,188,107,60,142,429,352,867,101
"G2701590","1970","Minnesota","27","Wadena","159",,,,,,,"Wadena","1",,"03",85,97,99,160,463,592,1076,229,99,42,41,63,223,249,531,70
"G2701610","1970","Minnesota","27","Waseca","161",,,,,"2240",,"Waseca","1",,"07",143,183,149,195,821,826,1528,238,107,149,130,170,362,478,989,98
"G2701630","1970","Minnesota","27","Washington","163",,,,,"5120",,"Washington","1",,"B",805,827,613,1189,5468,5298,5558,536,604,720,511,802,2571,2488,2897,337
"G2701650","1970","Minnesota","27","Watonwan","165",,,,,,,"Watonwan","1",,"08",151,70,101,127,601,718,1274,246,66,101,37,148,256,295,714,56
"G2701670","1970","Minnesota","27","Wilkin","167",,,,,,,"Wilkin","1",,"01",52,74,51,121,385,467,852,134,93,30,53,68,203,169,408,64
"G2701690","1970","Minnesota","27","Winona","169",,,,,,,"Winona","1",,"06",536,697,653,826,2120,1941,3753,591,269,828,683,514,1056,1051,2311,364
"G2701710","1970","Minnesota","27","Wright","171",,,,,,,"Wright","1",,"06",347,347,252,625,2190,1887,3140,680,272,353,213,461,817,945,1731,282
"G2701730","1970","Minnesota","27","Yellow Medicine","173",,,,,"5120",,"Yellow Medicine","1",,"05",164,110,90,153,613,679,1391,322,50,82,73,76,228,306,632,105
"G2800010","1970","Mississippi","28","Adams","001",,,,,,,"Adams","1",,"03",179,301,226,439,1744,1769,2957,307,122,209,191,371,973,1172,1673,198
"G2800030","1970","Mississippi","28","Alcorn","003",,,,,,,"Alcorn","1",,"04",165,235,253,592,1459,1280,2179,283,78,177,215,391,955,823,1331,136
"G2800050","1970","Mississippi","28","Amite","005",,,,,,,"Amite","1",,"03",46,135,92,151,532,553,1100,166,36,64,55,102,342,314,506,80
"G2800070","1970","Mississippi","28","Attala","007",,,,,,,"Attala","1",,"06",100,136,183,242,763,801,1560,285,44,89,132,112,522,496,996,114
"G2800090","1970","Mississippi","28","Benton","009",,,,,,,"Benton","1",,"02",63,75,54,81,296,283,521,84,24,57,33,100,139,207,359,36
"G2800110","1970","Mississippi","28","Bolivar","011",,,,,,,"Bolivar","1",,"01",272,438,538,806,1838,1451,2928,619,105,300,599,579,1123,1331,2139,333
"G2800130","1970","Mississippi","28","Calhoun","013",,,,,,,"Calhoun","1",,"04",73,119,150,192,709,597,1242,191,22,59,126,115,382,480,620,62
"G2800150","1970","Mississippi","28","Carroll","015",,,,,,,"Carroll","1",,"02",35,82,46,113,417,333,746,161,17,28,66,102,194,250,373,35
"G2800170","1970","Mississippi","28","Chickasaw","017",,,,,,,"Chickasaw","1",,"05",108,205,137,312,897,591,1189,180,7,128,118,243,616,457,822,61
"G2800190","1970","Mississippi","28","Choctaw","019",,,,,,,"Choctaw","1",,"06",6,74,47,148,360,348,604,84,12,50,87,62,207,194,378,38
"G2800210","1970","Mississippi","28","Claiborne","021",,,,,,,"Claiborne","1",,"03",24,76,57,130,293,334,742,105,0,75,75,62,223,210,521,79
"G2800230","1970","Mississippi","28","Clarke","023",,,,,,,"Clarke","1",,"06",61,91,79,262,715,643,1157,163,26,75,88,180,462,414,771,64
"G2800250","1970","Mississippi","28","Clay","025",,,,,,,"Clay","1",,"05",155,210,195,284,861,761,1342,221,40,147,155,226,558,527,952,121
"G2800270","1970","Mississippi","28","Coahoma","027",,,,,,,"Coahoma","1",,"01",96,226,255,441,1373,1343,2794,577,86,175,178,370,1021,967,1771,268
"G2800290","1970","Mississippi","28","Copiah","029",,,,,,,"Copiah","1",,"03",68,202,209,284,965,983,1745,336,41,202,115,174,727,593,1142,153
"G2800310","1970","Mississippi","28","Covington","031",,,,,,,"Covington","1",,"06",54,104,118,171,657,582,1038,129,18,50,80,128,448,366,535,113
"G2800330","1970","Mississippi","28","DeSoto","033",,,,,,,"De Soto","1",,"02",143,278,315,585,2443,1793,2128,299,21,173,269,425,1109,924,993,98
"G2800350","1970","Mississippi","28","Forrest","035",,,,,,,"Forrest","1",,"07",255,600,913,1132,2539,2631,4053,471,164,465,834,863,1497,1746,2959,465
"G2800370","1970","Mississippi","28","Franklin","037",,,,,,,"Franklin","1",,"03",31,69,31,104,373,287,688,78,9,44,37,52,222,220,267,40
"G2800390","1970","Mississippi","28","George","039",,,,,,,"George","1",,"07",86,124,131,202,716,623,811,128,23,68,28,65,316,249,387,24
"G2800410","1970","Mississippi","28","Greene","041",,,,,,,"Greene","1",,"07",14,26,108,181,445,314,575,45,6,12,61,76,213,184,301,40
"G2800430","1970","Mississippi","28","Grenada","043",,,,,,,"Grenada","1",,"02",114,139,206,313,939,812,1489,293,110,209,160,324,644,633,992,145
"G2800450","1970","Mississippi","28","Hancock","045",,,,,,,"Hancock","1",,"08",101,186,133,289,908,848,1235,199,55,93,106,143,379,360,695,139
"G2800470","1970","Mississippi","28","Harrison","047",,,,,"0920",,"Harrison","0",,"08",723,4139,5066,4874,7706,7175,8410,1080,382,901,1146,1566,3239,3195,4710,697
"G2800490","1970","Mississippi","28","Hinds","049",,,,,"3560",,"Hinds","0",,"A",1102,1881,2072,3632,11241,10876,15889,1914,537,1758,2354,3442,8010,7817,11061,1311
"G2800510","1970","Mississippi","28","Holmes","051",,,,,,,"Holmes","1",,"02",94,189,189,217,672,667,1467,313,37,129,183,159,413,489,1032,179
"G2800530","1970","Mississippi","28","Humphreys","053",,,,,,,"Humphreys","1",,"01",65,106,92,153,496,519,955,231,34,33,98,84,274,319,560,127
"G2800550","1970","Mississippi","28","Issaquena","055",,,,,,,"Issaquena","1",,"01",33,19,15,43,121,81,209,40,4,12,6,28,47,47,80,4
"G2800570","1970","Mississippi","28","Itawamba","057",,,,,,,"Itawamba","1",,"04",75,210,219,271,900,800,1377,169,57,181,168,235,567,605,853,55
"G2800590","1970","Mississippi","28","Jackson","059",,,,,,,"Jackson","1",,"08",485,697,970,2131,6630,4705,6119,470,196,452,727,1092,2449,2139,2761,213
"G2800610","1970","Mississippi","28","Jasper","061",,,,,,,"Jasper","1",,"06",20,66,217,187,759,602,1100,153,18,27,89,106,362,446,610,70
"G2800630","1970","Mississippi","28","Jefferson","063",,,,,,,"Jefferson","1",,"03",16,22,61,124,294,281,619,91,6,24,18,67,164,186,307,28
"G2800650","1970","Mississippi","28","Jefferson Davis","065",,,,,,,"Jefferson Davis","1",,"06",25,75,95,174,504,494,961,151,19,47,80,91,289,285,512,17
"G2800670","1970","Mississippi","28","Jones","067",,,,,,,"Jones","1",,"06",299,556,447,876,2612,2717,4388,507,123,285,365,457,1378,1654,2675,293
"G2800690","1970","Mississippi","28","Kemper","069",,,,,,,"Kemper","1",,"06",52,91,75,114,351,361,713,199,14,33,38,44,184,216,386,45
"G2800710","1970","Mississippi","28","Lafayette","071",,,,,,,"Lafayette","1",,"04",87,259,361,458,1060,882,1481,234,83,164,323,459,650,660,948,122
"G2800730","1970","Mississippi","28","Lamar","073",,,,,,,"Lamar","1",,"07",62,81,201,265,841,650,1058,161,41,81,82,131,339,375,604,30
"G2800750","1970","Mississippi","28","Lauderdale","075",,,,,,,"Lauderdale","1",,"06",285,686,1211,1715,3536,2887,5184,667,122,414,611,835,1929,1986,3589,499
"G2800770","1970","Mississippi","28","Lawrence","077",,,,,,,"Lawrence","1",,"06",44,29,96,123,485,551,714,65,27,55,61,51,206,294,465,67
"G2800790","1970","Mississippi","28","Leake","079",,,,,,,"Leake","1",,"06",59,177,184,157,702,719,1299,278,50,82,126,139,485,452,628,91
"G2800810","1970","Mississippi","28","Lee","081",,,,,,,"Lee","1",,"05",265,302,405,928,2722,2530,3649,480,138,350,445,665,1802,1705,2549,268
"G2800830","1970","Mississippi","28","Leflore","083",,,,,,,"Leflore","1",,"01",178,301,316,658,1779,1520,2982,589,106,157,318,498,1276,1278,2166,256
"G2800850","1970","Mississippi","28","Lincoln","085",,,,,,,"Lincoln","1",,"03",112,299,190,432,1217,1208,2033,336,48,105,172,294,638,736,1295,193
"G2800870","1970","Mississippi","28","Lowndes","087",,,,,,,"Lowndes","1",,"05",258,475,697,1458,2827,2309,3235,497,176,489,634,703,1667,1547,2456,365
"G2800890","1970","Mississippi","28","Madison","089",,,,,,,"Madison","1",,"02",144,208,321,457,1157,1261,1832,296,45,153,213,272,875,795,1141,123
"G2800910","1970","Mississippi","28","Marion","091",,,,,,,"Marion","1",,"06",102,164,153,296,1001,989,1575,178,82,126,133,247,583,573,1033,79
"G2800930","1970","Mississippi","28","Marshall","093",,,,,,,"Marshall","1",,"02",99,222,173,369,997,966,1373,266,47,147,163,181,539,545,723,104
"G2800950","1970","Mississippi","28","Monroe","095",,,,,,,"Monroe","1",,"05",144,274,325,636,1757,1515,2623,297,96,241,365,427,1247,1179,2002,175
"G2800970","1970","Mississippi","28","Montgomery","097",,,,,,,"Montgomery","1",,"06",91,76,73,214,596,483,1047,171,9,63,77,129,354,351,682,100
"G2800990","1970","Mississippi","28","Neshoba","099",,,,,,,"Neshoba","1",,"06",78,171,171,346,983,897,1636,233,52,105,156,232,608,707,1037,99
"G2801010","1970","Mississippi","28","Newton","101",,,,,,,"Newton","1",,"06",90,194,239,285,745,848,1544,181,11,176,155,195,478,588,998,100
"G2801030","1970","Mississippi","28","Noxubee","103",,,,,,,"Noxubee","1",,"05",148,175,120,195,455,547,969,220,35,67,49,117,330,323,536,79
"G2801050","1970","Mississippi","28","Oktibbeha","105",,,,,,,"Oktibbeha","1",,"05",139,537,732,733,1289,1110,1530,186,83,257,422,422,826,720,1010,95
"G2801070","1970","Mississippi","28","Panola","107",,,,,,,"Panola","1",,"02",140,287,228,388,1020,1052,1944,374,41,151,192,283,731,808,1143,151
"G2801090","1970","Mississippi","28","Pearl River","109",,,,,,,"Pearl River","1",,"07",149,369,294,489,1580,1383,1940,212,94,215,146,250,619,725,1071,73
"G2801110","1970","Mississippi","28","Perry","111",,,,,,,"Perry","1",,"07",35,68,98,163,437,377,605,72,10,38,60,98,250,240,414,3
"G2801130","1970","Mississippi","28","Pike","113",,,,,,,"Pike","1",,"03",145,325,213,412,1275,1319,2482,312,54,192,250,256,703,944,1692,198
"G2801150","1970","Mississippi","28","Pontotoc","115",,,,,,,"Pontotoc","1",,"04",111,218,142,189,726,811,1300,217,66,119,160,249,474,487,949,95
"G2801170","1970","Mississippi","28","Prentiss","117",,,,,,,"Prentiss","1",,"04",122,203,209,336,1072,935,1503,181,64,150,220,326,832,760,1144,101
"G2801190","1970","Mississippi","28","Quitman","119",,,,,,,"Quitman","1",,"01",117,70,123,214,630,373,965,184,14,94,110,151,359,289,625,114
"G2801210","1970","Mississippi","28","Rankin","121",,,,,"3560",,"Rankin","0",,"06",260,369,331,631,2627,2278,2655,260,102,227,381,555,1616,1456,1719,116
"G2801230","1970","Mississippi","28","Scott","123",,,,,,,"Scott","1",,"06",130,153,197,339,1004,986,1472,231,45,105,177,165,610,615,909,99
"G2801250","1970","Mississippi","28","Sharkey","125",,,,,,,"Sharkey","1",,"01",55,75,78,75,363,287,632,128,32,37,52,101,246,200,371,37
"G2801270","1970","Mississippi","28","Simpson","127",,,,,,,"Simpson","1",,"06",81,155,153,310,916,813,1497,209,37,120,143,222,560,536,922,91
"G2801290","1970","Mississippi","28","Smith","129",,,,,,,"Smith","1",,"06",79,79,145,191,683,533,1039,191,32,106,63,160,394,374,598,64
"G2801310","1970","Mississippi","28","Stone","131",,,,,,,"Stone","1",,"07",9,151,89,161,439,349,598,74,12,90,50,78,162,240,335,52
"G2801330","1970","Mississippi","28","Sunflower","133",,,,,,,"Sunflower","1",,"01",184,302,290,412,1167,1146,2213,388,114,207,202,393,920,920,1611,226
"G2801350","1970","Mississippi","28","Tallahatchie","135",,,,,,,"Tallahatchie","1",,"01",81,106,144,244,608,520,1202,274,41,93,76,155,342,442,840,82
"G2801370","1970","Mississippi","28","Tate","137",,,,,,,"Tate","1",,"02",127,242,174,314,779,713,1263,174,23,215,151,191,495,407,700,50
"G2801390","1970","Mississippi","28","Tippah","139",,,,,,,"Tippah","1",,"04",82,85,117,210,731,790,1297,189,14,151,135,187,590,476,789,106
"G2801410","1970","Mississippi","28","Tishomingo","141",,,,,,,"Tishomingo","1",,"04",60,100,131,263,887,608,1153,112,13,97,140,189,584,479,685,71
"G2801430","1970","Mississippi","28","Tunica","143",,,,,,,"Tunica","1",,"01",38,95,90,106,372,293,706,118,19,28,70,110,241,237,405,77
"G2801450","1970","Mississippi","28","Union","145",,,,,,,"Union","1",,"04",104,201,140,482,1000,825,1525,209,11,120,195,255,608,600,864,112
"G2801470","1970","Mississippi","28","Walthall","147",,,,,,,"Walthall","1",,"06",58,61,71,185,537,526,936,141,22,21,88,168,346,345,513,30
"G2801490","1970","Mississippi","28","Warren","149",,,,,,,"Warren","1",,"03",293,326,294,666,2263,2128,3429,476,138,208,277,540,1390,1306,2376,390
"G2801510","1970","Mississippi","28","Washington","151",,,,,,,"Washington","1",,"01",355,581,597,949,3217,2889,4751,704,198,402,434,767,2186,2062,3238,483
"G2801530","1970","Mississippi","28","Wayne","153",,,,,,,"Wayne","1",,"06",28,151,133,285,804,724,1135,116,22,72,124,126,455,365,588,98
"G2801550","1970","Mississippi","28","Webster","155",,,,,,,"Webster","1",,"06",39,111,89,115,411,455,828,119,23,72,53,104,241,237,452,33
"G2801570","1970","Mississippi","28","Wilkinson","157",,,,,,,"Wilkinson","1",,"03",38,96,125,123,396,375,824,177,49,59,52,96,279,219,428,80
"G2801590","1970","Mississippi","28","Winston","159",,,,,,,"Winston","1",,"06",72,103,116,250,816,735,1342,211,24,100,120,167,461,575,714,101
"G2801610","1970","Mississippi","28","Yalobusha","161",,,,,,,"Yalobusha","1",,"02",24,128,95,198,508,389,902,128,8,82,80,188,373,347,630,97
"G2801630","1970","Mississippi","28","Yazoo","163",,,,,"3560",,"Yazoo","1",,"02",131,161,146,367,918,1175,2227,332,24,85,124,176,623,742,1270,164
"G2900010","1970","Missouri","29","Adair","001",,,,,,,"Adair","1",,"02",145,357,475,600,1025,784,1703,358,84,401,628,498,664,482,1311,211
"G2900030","1970","Missouri","29","Andrew","003",,,,,,,"Andrew","1",,"01",55,101,77,142,591,570,1212,290,35,105,52,67,218,242,597,103
"G2900050","1970","Missouri","29","Atchison","005",,,,,,,"Atchison","1",,"01",56,158,154,187,430,476,904,266,16,105,79,89,152,214,435,86
"G2900070","1970","Missouri","29","Audrain","007",,,,,,,"Audrain","1",,"02",200,288,219,347,1204,1230,2562,288,132,189,196,268,577,771,1526,185
"G2900090","1970","Missouri","29","Barry","009",,,,,,,"Barry","1",,"04",135,186,112,273,872,821,1669,375,38,158,94,186,432,545,982,141
"G2900110","1970","Missouri","29","Barton","011",,,,,,,"Barton","1",,"03",49,93,97,126,362,491,1031,264,14,45,55,86,164,322,566,152
"G2900130","1970","Missouri","29","Bates","013",,,,,,,"Bates","1",,"03",130,132,82,193,725,659,1507,478,49,78,43,94,287,447,783,123
"G2900150","1970","Missouri","29","Benton","015",,,,,,,"Benton","1",,"05",76,70,52,89,313,478,941,217,27,61,39,69,139,249,422,136
"G2900170","1970","Missouri","29","Bollinger","017",,,,,,,"Bollinger","1",,"06",54,54,105,96,349,334,714,159,22,7,43,46,191,180,309,48
"G2900190","1970","Missouri","29","Boone","019",,,,,"1740",,"Boone","0",,"02",545,1363,2235,2412,5169,3272,4751,799,331,1821,2253,2122,3135,1976,3379,537
"G2900210","1970","Missouri","29","Buchanan","021",,,,,"7000",,"Buchanan","0",,"01",630,829,672,1474,4239,4046,7939,1076,266,727,700,934,2268,2493,4885,863
"G2900230","1970","Missouri","29","Butler","023",,,,,,,"Butler","1",,"09",156,274,234,399,1408,1421,2554,292,95,192,263,254,798,993,1590,121
"G2900250","1970","Missouri","29","Caldwell","025",,,,,,,"Caldwell","1",,"02",61,45,37,69,343,354,817,317,32,28,38,32,114,187,422,109
"G2900270","1970","Missouri","29","Callaway","027",,,,,,,"Callaway","1",,"02",210,229,277,389,1163,1189,2174,357,99,228,184,250,741,725,1432,202
"G2900290","1970","Missouri","29","Camden","029",,,,,,,"Camden","1",,"05",129,99,111,169,530,566,1204,240,31,50,71,88,258,277,595,66
"G2900310","1970","Missouri","29","Cape Girardeau","031",,,,,,,"Cape Girardeau","1",,"06",409,734,845,906,2440,2392,4124,606,254,773,794,731,1380,1328,2439,296
"G2900330","1970","Missouri","29","Carroll","033",,,,,,,"Carroll","1",,"01",51,88,47,204,614,512,1260,316,49,43,32,111,205,264,767,123
"G2900350","1970","Missouri","29","Carter","035",,,,,"7000",,"Carter","1",,"08",29,51,19,60,142,151,317,55,16,13,19,15,70,73,166,11
"G2900370","1970","Missouri","29","Cass","037",,,,,"3760",,"Cass","1",,"03",241,413,501,872,2725,2339,3000,496,173,329,317,475,1314,1131,1663,196
"G2900390","1970","Missouri","29","Cedar","039",,,,,,,"Cedar","1",,"03",81,37,24,148,367,421,906,177,51,59,20,74,176,167,547,48
"G2900410","1970","Missouri","29","Chariton","041",,,,,,,"Chariton","1",,"02",126,84,33,148,431,544,1148,297,49,21,41,83,183,317,601,116
"G2900430","1970","Missouri","29","Christian","043",,,,,,,"Christian","1",,"07",85,160,139,263,886,751,1279,220,57,87,111,144,398,469,656,54
"G2900450","1970","Missouri","29","Clark","045",,,,,,,"Clark","1",,"02",44,84,53,116,425,356,730,192,14,40,50,34,181,177,402,41
"G2900470","1970","Missouri","29","Clay","047",,,,,"3760",,"Clay","0",,"A",1023,1348,1124,2336,8678,8056,10472,934,590,1062,1338,2007,4223,4248,6311,554
"G2900490","1970","Missouri","29","Clinton","049",,,,,,,"Clinton","1",,"01",125,122,92,163,584,662,1145,288,25,76,100,98,298,248,611,92
"G2900510","1970","Missouri","29","Cole","051",,,,,,,"Cole","1",,"06",368,428,403,923,2354,2226,3891,696,211,461,596,740,1218,1506,2797,382
"G2900530","1970","Missouri","29","Cooper","053",,,,,,,"Cooper","1",,"03",146,113,88,241,658,651,1441,369,33,84,131,169,394,414,830,122
"G2900550","1970","Missouri","29","Crawford","055",,,,,,,"Crawford","1",,"05",76,110,92,202,682,734,1217,166,44,40,83,90,368,339,659,114
"G2900570","1970","Missouri","29","Dade","057",,,,,,,"Dade","1",,"03",33,59,30,59,271,277,689,216,23,45,24,43,168,184,331,49
"G2900590","1970","Missouri","29","Dallas","059",,,,,,,"Dallas","1",,"07",42,42,72,134,344,420,779,159,26,9,43,62,145,175,371,47
"G2900610","1970","Missouri","29","Daviess","061",,,,,,,"Daviess","1",,"02",18,44,46,89,343,376,912,244,21,40,21,40,154,167,451,91
